company_name,_id
knorr-bremse hungária kft.,20
kite zrt.,21
otp bank nyrt.,23
mybridge korlátolt felelősségű társaság,24
samsung sdi magyarország zrt.,24
richter gedeon nyrt.,24
spar magyarország kft.,28
műisz szolgáltató iskolaszövetkezet,28
recruit kft.,28
aldi magyarország élelmiszer bt.,29
humanfield vezető- és specialistakiválasztó kft.,30
evosoft hungary kft.,30
manpower munkaerő-szervezési kft.,32
_vois,32
impc personnel hungária kft.,33
deutsche telekom systems solutions hungary korlátolt felelősségű társaság,36
unix autó kft.,36
beck and partners kft.,36
k&h bank zrt.,36
"tesco global áruházak zrt,",43
bosch group,48
tech people hungary kft.,50
prohumán 2004 kft.,54
magyar posta zrt.,60
trenkwalder kft.,73
mind-diák szövetkezet,77
mads - márton áron iskolaszövetkezet,105
randstad hungary kft.,126
grafton recruitment,153
